place_id,display_name,wiki_title,status,monthly_rows
lk_polonnaruwa_lankatilaka_image_house,Lankatilaka Image House,"Lankatilaka_Temple,_Polonnaruwa",no_data,0
lk_polonnaruwa_rankoth_vehera,Rankoth Vehera,Rankoth_Vehera,ok,25
lk_polonnaruwa_royal_palace_of_king_parakramabahu,Royal Palace of King Parakramabahu,Polonnaruwa,ok,25
lk_polonnaruwa_shiva_devale_no_2,Shiva Devale No. 2,Shiva_Devale_No._2,no_data,0
lk_polonnaruwa_thuparama_image_house,Thuparama Image House,"Thuparama,_Polonnaruwa",no_data,0
lk_polonnaruwa_gal_potha,Gal Potha,Gal_Pota,no_data,0
lk_polonnaruwa_pabalu_vehera,Pabalu Vehera,Pabalu_Vehera,no_data,0
lk_polonnaruwa_parakrama_samudra,Parakrama Samudra,Parakrama_Samudra,ok,25
lk_puttalam_wilpattu_national_park,Wilpattu National Park,Wilpattu_National_Park,ok,25
lk_puttalam_kalpitiya,Kalpitiya,Kalpitiya,ok,25
lk_puttalam_munneswaram_temple,Munneswaram Temple,Munneswaram_temple,ok,25
lk_puttalam_st_anne_s_shrine_thalawila,"St. Anne's Shrine, Thalawila","St._Anne's_Shrine,_Thalawila",no_data,0
lk_puttalam_alankuda_beach,Alankuda Beach,Alankuda,ok,1
lk_puttalam_anawilundawa_bird_sanctuary,Anawilundawa Bird Sanctuary,Anawilundawa_Bird_Sanctuary,no_data,0
lk_puttalam_bar_reef_marine_sanctuary,Bar Reef Marine Sanctuary,Bar_Reef,ok,25
lk_puttalam_baththalangunduwa,Baththalangunduwa,Battalangunduwa,no_data,0
lk_puttalam_dutch_fort_of_kalpitiya,Dutch Fort of Kalpitiya,Kalpitiya_Fort,ok,25
lk_puttalam_kalpitiya_lagoon,Kalpitiya Lagoon,Kalpitiya_Lagoon,no_data,0
lk_puttalam_dutch_reformed_church_kalpitiya,"Dutch Reformed Church, Kalpitiya",Kalpitiya,ok,25
lk_puttalam_talawila_beach,Talawila Beach,Thalawila,no_data,0
lk_ratnapura_adam_s_peak_sri_pada,Adam's Peak (Sri Pada),Adam's_Peak,ok,25
lk_ratnapura_sinharaja_forest_reserve,Sinharaja Forest Reserve,Sinharaja_Forest_Reserve,ok,25
lk_ratnapura_udawalawe_national_park,Udawalawe National Park,Udawalawe_National_Park,ok,25
lk_ratnapura_belihuloya,Belihuloya,Belihuloya,ok,25
lk_ratnapura_bopath_ella_falls,Bopath Ella Falls,Bopath_Ella_Falls,ok,25
lk_ratnapura_katugas_ella,Katugas Ella,Belihuloya,ok,25
lk_ratnapura_kirindi_ella,Kirindi Ella,Kirindi_Ella,ok,1
lk_ratnapura_kudawa_entrance_sinharaja,"Kudawa Entrance, Sinharaja",Sinharaja_Forest_Reserve,ok,25
lk_ratnapura_kuragala,Kuragala,Kuragala,ok,25
lk_ratnapura_maduwanwela_walawwa,Maduwanwela Walawwa,Maduwanwela_Walawwa,ok,25
lk_ratnapura_saman_devalaya,Saman Devalaya,Saman_Devalaya,no_data,0
lk_ratnapura_sankhapala_raja_maha_viharaya,Sankhapala Raja Maha Viharaya,Sankhapala_Raja_Maha_Viharaya,no_data,0
lk_ratnapura_surathali_ella,Surathali Ella,Belihuloya,ok,25
lk_ratnapura_wavulpane_cave,Wavulpane Cave,Wavulpane_Cave,no_data,0
lk_ratnapura_ratnapura_national_museum,Ratnapura National Museum,"National_Museum,_Ratnapura",no_data,0
lk_trincomalee_koneswaram_temple,Koneswaram Temple,Koneswaram_Temple,ok,25
lk_trincomalee_nilaveli_beach,Nilaveli Beach,Nilaveli,ok,25
lk_trincomalee_pigeon_island_national_park,Pigeon Island National Park,Pigeon_Island_National_Park,ok,25
lk_trincomalee_fort_frederick,Fort Frederick,"Fort_Frederick,_Trincomalee",no_data,0
lk_trincomalee_seruwila_mangala_raja_maha_vihara,Seruwila Mangala Raja Maha Vihara,Seruwila_Mangala_Raja_Maha_Vihara,no_data,0
lk_trincomalee_swami_rock,Swami Rock,Swami_Rock,no_data,0
lk_trincomalee_uppuveli_beach,Uppuveli Beach,Uppuveli,ok,25
lk_trincomalee_kanniya_hot_springs,Kanniya Hot Springs,Kanniya_hot_springs,no_data,0
lk_trincomalee_lover_s_leap_trincomalee,"Lover's Leap, Trincomalee",Lover's_Leap_(Trincomalee),no_data,0
lk_trincomalee_marble_beach,Marble Beach,"Marble_Beach,_Sri_Lanka",no_data,0
lk_trincomalee_naval_and_maritime_museum_trincomalee,"Naval and Maritime Museum, Trincomalee",Hoods_Tower_Museum,ok,25
lk_trincomalee_pathirakali_amman_temple,Pathirakali Amman Temple,Pathirakali_Amman_Temple,ok,25
lk_trincomalee_thiriyai_girihandu_seya,Thiriyai Girihandu Seya,Girihandu_Seya,ok,25
lk_trincomalee_velgam_vehera,Velgam Vehera,Velgam_Vehera,no_data,0
lk_trincomalee_dutch_bay_beach,Dutch Bay Beach,Dutch_Bay,no_data,0
lk_trincomalee_orr_s_hill_army_museum,Orr's Hill Army Museum,Trincomalee,no_data,0
lk_trincomalee_sober_island,Sober Island,Sober_Island,no_data,0
lk_trincomalee_trincomalee_war_cemetery,Trincomalee War Cemetery,Trincomalee_War_Cemetery,no_data,0
lk_vavuniya_madukanda_vihara,Madukanda Vihara,Vavuniya,ok,25
lk_vavuniya_vavuniya_archaeological_museum,Vavuniya Archaeological Museum,Vavuniya,ok,25
